number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
450,971.77,2026-06-02 22:09:47.146488,2026-06-02 22:09:48.993928,0 days 00:00:01.847440,PMXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,random,450,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
451,945.18,2026-06-02 22:09:48.994218,2026-06-02 22:10:04.204411,0 days 00:00:15.210193,CXCrossover,0.90,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,451,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
452,812.31,2026-06-02 22:10:04.204730,2026-06-02 22:10:09.307889,0 days 00:00:05.103159,OXCrossover,0.85,0.10,SwapMutation,0.10,binary_tournament,bellman_split,452,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
453,820.93,2026-06-02 22:10:09.308211,2026-06-02 22:10:24.951412,0 days 00:00:15.643201,OXCrossover,0.90,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,453,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
454,1022.71,2026-06-02 22:10:24.951700,2026-06-02 22:10:39.621219,0 days 00:00:14.669519,CXCrossover,0.80,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,454,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
455,1020.23,2026-06-02 22:10:39.621534,2026-06-02 22:10:52.686929,0 days 00:00:13.065395,CXCrossover,0.85,0.10,InsertMutation,0.05,roulette_wheel,random,455,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
456,952.14,2026-06-02 22:10:52.687218,2026-06-02 22:11:07.706805,0 days 00:00:15.019587,OXCrossover,0.90,0.10,SwapMutation,0.01,roulette_wheel,random,456,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
457,1057.85,2026-06-02 22:11:07.707132,2026-06-02 22:11:19.557453,0 days 00:00:11.850321,PMXCrossover,0.90,0.20,SwapMutation,0.01,roulette_wheel,random,457,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
458,820.71,2026-06-02 22:11:19.557780,2026-06-02 22:11:21.219391,0 days 00:00:01.661611,PMXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,random,458,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
459,880.37,2026-06-02 22:11:21.219693,2026-06-02 22:11:23.123293,0 days 00:00:01.903600,PMXCrossover,0.80,0.20,InsertMutation,0.10,binary_tournament,random,459,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
460,1033.98,2026-06-02 22:11:23.123780,2026-06-02 22:11:39.528487,0 days 00:00:16.404707,CXCrossover,0.85,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,460,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
461,1111.27,2026-06-02 22:11:39.528801,2026-06-02 22:11:52.424547,0 days 00:00:12.895746,CXCrossover,0.80,0.10,SwapMutation,0.05,roulette_wheel,random,461,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
462,886.74,2026-06-02 22:11:52.424907,2026-06-02 22:12:07.799253,0 days 00:00:15.374346,PMXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,462,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
463,1335.16,2026-06-02 22:12:07.799567,2026-06-02 22:12:09.767555,0 days 00:00:01.967988,CXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,random,463,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
464,817.63,2026-06-02 22:12:09.767967,2026-06-02 22:12:26.464603,0 days 00:00:16.696636,OXCrossover,0.85,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,464,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
465,971.97,2026-06-02 22:12:26.464921,2026-06-02 22:12:38.242591,0 days 00:00:11.777670,PMXCrossover,0.80,0.20,SwapMutation,0.01,roulette_wheel,random,465,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
466,1148.77,2026-06-02 22:12:38.242910,2026-06-02 22:12:49.796345,0 days 00:00:11.553435,CXCrossover,0.80,0.20,InsertMutation,0.01,roulette_wheel,random,466,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
467,1137.92,2026-06-02 22:12:49.796649,2026-06-02 22:12:51.347351,0 days 00:00:01.550702,PMXCrossover,0.75,0.20,SwapMutation,0.01,binary_tournament,random,467,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
468,1150.32,2026-06-02 22:12:51.347654,2026-06-02 22:12:55.718515,0 days 00:00:04.370861,CXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,bellman_split,468,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
469,985.24,2026-06-02 22:12:55.718831,2026-06-02 22:13:08.484227,0 days 00:00:12.765396,PMXCrossover,0.80,0.10,InsertMutation,0.10,roulette_wheel,random,469,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
470,839.29,2026-06-02 22:13:08.484548,2026-06-02 22:13:12.901263,0 days 00:00:04.416715,PMXCrossover,0.75,0.20,SwapMutation,0.05,binary_tournament,bellman_split,470,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
471,975.04,2026-06-02 22:13:12.901580,2026-06-02 22:13:24.278577,0 days 00:00:11.376997,CXCrossover,0.80,0.20,InsertMutation,0.05,roulette_wheel,random,471,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
472,846.08,2026-06-02 22:13:24.278877,2026-06-02 22:13:39.010692,0 days 00:00:14.731815,OXCrossover,0.75,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,472,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
473,1091.18,2026-06-02 22:13:39.011013,2026-06-02 22:13:51.647405,0 days 00:00:12.636392,PMXCrossover,0.80,0.10,InsertMutation,0.01,roulette_wheel,random,473,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
474,1139.94,2026-06-02 22:13:51.647724,2026-06-02 22:13:56.165053,0 days 00:00:04.517329,CXCrossover,0.75,0.10,SwapMutation,0.05,binary_tournament,bellman_split,474,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
475,1023.13,2026-06-02 22:13:56.165540,2026-06-02 22:13:57.923197,0 days 00:00:01.757657,PMXCrossover,0.90,0.10,InsertMutation,0.05,binary_tournament,random,475,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
476,1036.45,2026-06-02 22:13:57.923658,2026-06-02 22:14:09.947240,0 days 00:00:12.023582,OXCrossover,0.85,0.20,SwapMutation,0.01,roulette_wheel,random,476,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
477,835.78,2026-06-02 22:14:09.947537,2026-06-02 22:14:15.002867,0 days 00:00:05.055330,OXCrossover,0.90,0.10,InsertMutation,0.01,binary_tournament,bellman_split,477,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
478,951.11,2026-06-02 22:14:15.003163,2026-06-02 22:14:17.109586,0 days 00:00:02.106423,OXCrossover,0.90,0.10,InsertMutation,0.01,binary_tournament,random,478,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
479,917.00,2026-06-02 22:14:17.109992,2026-06-02 22:14:33.456892,0 days 00:00:16.346900,OXCrossover,0.80,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,479,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
480,997.64,2026-06-02 22:14:33.457313,2026-06-02 22:14:47.910686,0 days 00:00:14.453373,PMXCrossover,0.85,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,480,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
481,1097.62,2026-06-02 22:14:47.910980,2026-06-02 22:14:59.388194,0 days 00:00:11.477214,CXCrossover,0.75,0.20,InsertMutation,0.05,roulette_wheel,random,481,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
482,856.76,2026-06-02 22:14:59.388488,2026-06-02 22:15:14.199466,0 days 00:00:14.810978,OXCrossover,0.75,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,482,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
483,1071.86,2026-06-02 22:15:14.199776,2026-06-02 22:15:26.824102,0 days 00:00:12.624326,PMXCrossover,0.80,0.10,SwapMutation,0.01,roulette_wheel,random,483,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
484,1025.21,2026-06-02 22:15:26.824412,2026-06-02 22:15:40.118093,0 days 00:00:13.293681,OXCrossover,0.85,0.10,SwapMutation,0.10,roulette_wheel,random,484,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
485,1120.62,2026-06-02 22:15:40.118406,2026-06-02 22:15:45.445806,0 days 00:00:05.327400,CXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,bellman_split,485,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
486,917.97,2026-06-02 22:15:45.446333,2026-06-02 22:15:57.239381,0 days 00:00:11.793048,PMXCrossover,0.85,0.20,InsertMutation,0.10,roulette_wheel,random,486,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
487,883.49,2026-06-02 22:15:57.239661,2026-06-02 22:16:12.120553,0 days 00:00:14.880892,PMXCrossover,0.90,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,487,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
488,914.56,2026-06-02 22:16:12.120898,2026-06-02 22:16:27.663777,0 days 00:00:15.542879,PMXCrossover,0.75,0.10,SwapMutation,0.10,roulette_wheel,bellman_split,488,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
489,919.04,2026-06-02 22:16:27.664095,2026-06-02 22:16:44.321813,0 days 00:00:16.657718,OXCrossover,0.85,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,489,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
490,844.54,2026-06-02 22:16:44.322351,2026-06-02 22:17:01.712977,0 days 00:00:17.390626,OXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,490,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
491,907.26,2026-06-02 22:17:01.713296,2026-06-02 22:17:16.310670,0 days 00:00:14.597374,PMXCrossover,0.75,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,491,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
492,1130.84,2026-06-02 22:17:16.310962,2026-06-02 22:17:28.065549,0 days 00:00:11.754587,CXCrossover,0.90,0.20,InsertMutation,0.10,roulette_wheel,random,492,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
493,1037.43,2026-06-02 22:17:28.065839,2026-06-02 22:17:41.209121,0 days 00:00:13.143282,OXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,random,493,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
494,1092.59,2026-06-02 22:17:41.209436,2026-06-02 22:17:42.781352,0 days 00:00:01.571916,PMXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,random,494,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
495,939.09,2026-06-02 22:17:42.782156,2026-06-02 22:17:58.069146,0 days 00:00:15.286990,CXCrossover,0.90,0.20,SwapMutation,0.10,roulette_wheel,bellman_split,495,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
496,1033.22,2026-06-02 22:17:58.069444,2026-06-02 22:18:02.642010,0 days 00:00:04.572566,CXCrossover,0.75,0.10,InsertMutation,0.10,binary_tournament,bellman_split,496,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
497,935.15,2026-06-02 22:18:02.642327,2026-06-02 22:18:07.263294,0 days 00:00:04.620967,OXCrossover,0.75,0.10,SwapMutation,0.10,binary_tournament,bellman_split,497,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
